,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL,ed_bool
20120,277464,YuGiOh,Structure Deck: Spellcaster's Judgment,Spell Shield Type-8,,SD6-EN033,Common,Near Mint 1st Edition,0.23,,1.2,0.21,2,0,0.49,,False
20125,4615087,YuGiOh,Structure Deck: Spirit Charmers,Aussa the Earth Charmer,,SDCH-EN001,Common,Near Mint 1st Edition,0.11,0.08,1.03,0.04,50,0,0.49,,False
20126,4615182,YuGiOh,Structure Deck: Spirit Charmers,Awakening of the Possessed,,SDCH-EN020,Common,Near Mint 1st Edition,0.2,0.16,1.09,0.1,390,0,0.49,,False
20127,4615112,YuGiOh,Structure Deck: Spirit Charmers,Awakening of the Possessed - Greater Inari Fire,,SDCH-EN006,Ultra Rare,Near Mint 1st Edition,0.2,0.14,1.04,0.05,394,0,0.49,,False
20128,4615107,YuGiOh,Structure Deck: Spirit Charmers,Awakening of the Possessed - Nefariouser Archfiend,,SDCH-EN005,Ultra Rare,Near Mint 1st Edition,0.27,0.19,1.04,0.05,391,0,0.49,,False
20129,4615207,YuGiOh,Structure Deck: Spirit Charmers,Book of Eclipse,,SDCH-EN025,Common,Near Mint 1st Edition,0.57,0.63,1.42,0.43,370,0,0.99,,False
20131,4615172,YuGiOh,Structure Deck: Spirit Charmers,Denko Sekka,,SDCH-EN018,Common,Near Mint 1st Edition,0.25,0.23,1.16,0.17,368,0,0.49,,False
20132,4615257,YuGiOh,Structure Deck: Spirit Charmers,Dimensional Barrier,,SDCH-EN035,Common,Near Mint 1st Edition,0.21,0.21,1.17,0.18,256,0,0.49,,False
20134,4615092,YuGiOh,Structure Deck: Spirit Charmers,Eria the Water Charmer,,SDCH-EN002,Common,Near Mint 1st Edition,0.13,0.1,1.06,0.07,49,0,0.49,,False
20135,4615147,YuGiOh,Structure Deck: Spirit Charmers,Fairy Tail - Luna,,SDCH-EN013,Common,Near Mint 1st Edition,0.19,0.14,1.08,0.09,386,0,0.49,,False
20137,4615272,YuGiOh,Structure Deck: Spirit Charmers,Familiar-Possessed - Aussa (Alternate Art),,SDCH-EN037,Ultra Rare,Near Mint 1st Edition,0.39,0.38,1.13,0.14,41,0,0.74,,False
20139,4615277,YuGiOh,Structure Deck: Spirit Charmers,Familiar-Possessed - Eria (Alternate Art),,SDCH-EN038,Ultra Rare,Near Mint 1st Edition,0.49,0.74,1.22,0.22,53,0,0.74,,False
20141,4615292,YuGiOh,Structure Deck: Spirit Charmers,Familiar-Possessed - Hiita (Alternate Art),,SDCH-EN039,Ultra Rare,Near Mint 1st Edition,0.53,0.75,1.36,0.37,34,0,0.74,,False
20144,4615177,YuGiOh,Structure Deck: Spirit Charmers,Grand Spiritual Art - Ichirin,,SDCH-EN019,Ultra Rare,Near Mint 1st Edition,0.22,0.16,1.04,0.05,384,0,0.49,,False
20145,4615097,YuGiOh,Structure Deck: Spirit Charmers,Hiita the Fire Charmer,,SDCH-EN003,Common,Near Mint 1st Edition,0.11,0.08,1.04,0.05,50,0,0.49,,False
20146,4615122,YuGiOh,Structure Deck: Spirit Charmers,Jigabyte,,SDCH-EN008,Common,Near Mint 1st Edition,0.19,0.15,1.09,0.1,191,0,0.49,,False
20147,4615252,YuGiOh,Structure Deck: Spirit Charmers,Metaverse,,SDCH-EN034,Common,Near Mint 1st Edition,0.25,0.22,1.21,0.22,332,0,0.49,,False
20148,4615222,YuGiOh,Structure Deck: Spirit Charmers,Possessed Partnerships,,SDCH-EN028,Super Rare,Near Mint 1st Edition,0.2,0.17,1.09,0.1,382,0,0.49,,False
20150,4615192,YuGiOh,Structure Deck: Spirit Charmers,Secret Village of the Spellcasters,,SDCH-EN022,Common,Near Mint 1st Edition,0.38,0.36,1.33,0.34,213,0,0.99,,False
20152,4615197,YuGiOh,Structure Deck: Spirit Charmers,Spellbook of Knowledge,,SDCH-EN023,Common,Near Mint 1st Edition,0.23,0.2,1.15,0.16,321,0,0.49,,False
20153,4615307,YuGiOh,Structure Deck: Spirit Charmers,Spirit Charmers,,SDCH-EN041,Ultra Rare,Near Mint 1st Edition,0.22,0.16,1.09,0.1,384,0,0.49,,False
20154,4615202,YuGiOh,Structure Deck: Spirit Charmers,Terraforming,,SDCH-EN024,Common,Near Mint 1st Edition,0.34,,1.31,0.32,333,0,0.49,,False
20155,4615062,YuGiOh,Structure Deck: Spirit Charmers,Token: Aussa and Wynn,,SDCH-ENT01,Super Rare,Near Mint 1st Edition,0.52,0.46,1.44,0.45,15,0,0.74,,False
20158,4615072,YuGiOh,Structure Deck: Spirit Charmers,Token: Hiita and Aussa,,SDCH-ENT03,Super Rare,Near Mint 1st Edition,0.48,0.45,1.33,0.33,45,0,0.74,,False
20159,4615067,YuGiOh,Structure Deck: Spirit Charmers,Token: Hiita and Eria,,SDCH-ENT02,Super Rare,Near Mint 1st Edition,0.64,0.64,1.34,0.35,7,0,0.74,,False
20161,4615162,YuGiOh,Structure Deck: Spirit Charmers,Witch of the Black Forest,,SDCH-EN016,Common,Near Mint 1st Edition,0.16,0.14,1.1,0.11,349,0,0.49,,False
20162,4615152,YuGiOh,Structure Deck: Spirit Charmers,Witchcrafter Golem Aruru,,SDCH-EN014,Common,Near Mint 1st Edition,0.29,,1.09,0.1,379,0,0.49,,False
20163,4615102,YuGiOh,Structure Deck: Spirit Charmers,Wynn the Wind Charmer,,SDCH-EN004,Common,Near Mint 1st Edition,0.14,0.1,1.04,0.05,50,0,0.49,,False
20165,2947863,YuGiOh,Structure Deck: Synchron Extreme,Black Dragon Collapserpent,,SDSE-EN023,Common,Near Mint 1st Edition,0.33,,1.19,0.2,50,0,0.49,,False
20166,2947933,YuGiOh,Structure Deck: Synchron Extreme,Call of the Haunted,,SDSE-EN037,Common,Near Mint 1st Edition,0.2,,1.18,0.19,80,0,0.74,,False
20167,2947898,YuGiOh,Structure Deck: Synchron Extreme,Dark Eruption,,SDSE-EN030,Common,Near Mint 1st Edition,0.15,,1.1,0.11,8,0,0.49,,False
20168,2947813,YuGiOh,Structure Deck: Synchron Extreme,Doppelwarrior,,SDSE-EN013,Common,Near Mint 1st Edition,0.46,,1.23,0.24,15,0,0.74,,False
20172,2947848,YuGiOh,Structure Deck: Synchron Extreme,Genex Ally Birdman,,SDSE-EN020,Common,Near Mint 1st Edition,0.19,,1.11,0.12,62,0,0.49,,False
20173,2947843,YuGiOh,Structure Deck: Synchron Extreme,Genex Neutron,,SDSE-EN019,Common,Near Mint 1st Edition,0.21,,1.08,0.09,37,0,0.49,,False
20177,2947768,YuGiOh,Structure Deck: Synchron Extreme,Junk Synchron,,SDSE-EN004,Common,Near Mint 1st Edition,1.47,,1.96,0.97,1,0,1.49,,False
20179,2947833,YuGiOh,Structure Deck: Synchron Extreme,Level Eater,,SDSE-EN017,Common,Near Mint 1st Edition,0.22,,1.17,0.18,52,0,0.49,,False
20180,2947873,YuGiOh,Structure Deck: Synchron Extreme,Limit Overdrive,,SDSE-EN025,Common,Near Mint 1st Edition,1.49,,2.37,1.38,1,0,1.74,,False
20181,2947928,YuGiOh,Structure Deck: Synchron Extreme,Limiter Overload,,SDSE-EN036,Common,Near Mint 1st Edition,0.18,,1.09,0.1,1,0,0.49,,False
20182,2947908,YuGiOh,Structure Deck: Synchron Extreme,Night Beam,,SDSE-EN032,Common,Near Mint 1st Edition,0.3,,1.19,0.2,56,0,0.49,,False
20183,2947903,YuGiOh,Structure Deck: Synchron Extreme,One for One,,SDSE-EN031,Common,Near Mint 1st Edition,0.61,,1.34,0.35,6,0,1.99,,False
20185,2947773,YuGiOh,Structure Deck: Synchron Extreme,Quickdraw Synchron,,SDSE-EN005,Common,Near Mint 1st Edition,0.48,,1.27,0.28,44,0,0.49,,False
20186,2947818,YuGiOh,Structure Deck: Synchron Extreme,Quillbolt Hedgehog,,SDSE-EN014,Common,Near Mint 1st Edition,0.66,,1.33,0.34,13,0,0.99,,False
20187,2947888,YuGiOh,Structure Deck: Synchron Extreme,Reinforcement of the Army,,SDSE-EN028,Common,Near Mint 1st Edition,0.31,,1.21,0.22,56,0,0.49,,False
20188,2947868,YuGiOh,Structure Deck: Synchron Extreme,Scrap Fist,,SDSE-EN024,Super Rare,Near Mint 1st Edition,0.23,,1.08,0.09,2,0,0.49,,False
20190,2947918,YuGiOh,Structure Deck: Synchron Extreme,Scrap-Iron Statue,,SDSE-EN034,Common,Near Mint 1st Edition,0.22,,1.19,0.2,31,0,0.49,,False
20193,2947878,YuGiOh,Structure Deck: Synchron Extreme,Starlight Junktion,,SDSE-EN026,Common,Near Mint 1st Edition,0.62,,1.14,0.15,30,0,0.74,,False
20194,2947828,YuGiOh,Structure Deck: Synchron Extreme,Swift Scarecrow,,SDSE-EN016,Common,Near Mint 1st Edition,0.3,,1.24,0.25,61,0,0.49,,False
20195,2947763,YuGiOh,Structure Deck: Synchron Extreme,Synchron Carrier,,SDSE-EN003,Common,Near Mint 1st Edition,1.15,,1.96,0.97,7,0,1.49,,False
20196,2947798,YuGiOh,Structure Deck: Synchron Extreme,Synchron Explorer,,SDSE-EN010,Common,Near Mint 1st Edition,0.65,,1.23,0.24,10,0,1.49,,False
20197,2947893,YuGiOh,Structure Deck: Synchron Extreme,The Warrior Returning Alive,,SDSE-EN029,Common,Near Mint 1st Edition,0.2,,1.09,0.1,9,0,0.49,,False
20198,2947883,YuGiOh,Structure Deck: Synchron Extreme,Tuning,,SDSE-EN027,Common,Near Mint 1st Edition,0.45,,1.21,0.22,23,0,0.74,,False
20201,2947788,YuGiOh,Structure Deck: Synchron Extreme,Unknown Synchron,,SDSE-EN008,Common,Near Mint 1st Edition,0.22,,1.13,0.14,63,0,0.49,,False
20202,2947858,YuGiOh,Structure Deck: Synchron Extreme,White Dragon Wyverburster,,SDSE-EN022,Common,Near Mint 1st Edition,0.33,,1.14,0.15,48,0,0.49,,False
20206,312747,YuGiOh,Structure Deck: The Dark Emperor,Bottomless Trap Hole,,SDDE-EN032,Common,Near Mint 1st Edition,0.68,,1.47,0.48,1,0,0.74,,False
20208,312958,YuGiOh,Structure Deck: The Dark Emperor,Brain Control,,SDDE-EN027,Common,Near Mint 1st Edition,0.55,,1.24,0.25,7,0,0.49,,False
20209,312669,YuGiOh,Structure Deck: The Dark Emperor,By Order of the Emperor,,SDDE-EN029,Common,Near Mint 1st Edition,0.25,,1.19,0.2,11,0,0.49,,False
20213,312684,YuGiOh,Structure Deck: The Dark Emperor,D.D. Assailant,,SDDE-EN017,Common,Near Mint 1st Edition,1.49,,1.5,0.51,1,0,2.99,,False
20216,312646,YuGiOh,Structure Deck: The Dark Emperor,D.D. Survivor,,SDDE-EN014,Common,Near Mint 1st Edition,0.31,,1.12,0.13,9,0,0.49,,False
20225,311712,YuGiOh,Structure Deck: The Dark Emperor,Enemy Controller,,SDDE-EN025,Common,Near Mint Unlimited,0.46,,1.45,0.45,1,0,0.49,,True
20226,312582,YuGiOh,Structure Deck: The Dark Emperor,Enemy Controller,,SDDE-EN025,Common,Near Mint 1st Edition,0.38,,1.24,0.25,2,0,0.49,,False
20227,312784,YuGiOh,Structure Deck: The Dark Emperor,Exiled Force,,SDDE-EN009,Common,Near Mint 1st Edition,0.37,,1.35,0.36,5,0,0.49,,False
20237,312661,YuGiOh,Structure Deck: The Dark Emperor,Mystical Space Typhoon,,SDDE-EN019,Common,Near Mint 1st Edition,0.72,,1.48,0.49,6,0,0.99,,False
20239,311660,YuGiOh,Structure Deck: The Dark Emperor,Reinforcement of the Army,,SDDE-EN022,Common,Near Mint Unlimited,0.98,,1.61,0.62,6,0,0.74,,True
20240,312530,YuGiOh,Structure Deck: The Dark Emperor,Reinforcement of the Army,,SDDE-EN022,Common,Near Mint 1st Edition,0.48,,1.24,0.25,13,0,0.74,,False
20247,276993,YuGiOh,Structure Deck: Warrior's Triumph,Call Of The Haunted,,SD5-EN033,Common,Near Mint 1st Edition,0.32,,1.19,0.2,21,0,0.74,,False
20258,276969,YuGiOh,Structure Deck: Warrior's Triumph,Marauding Captain,,SD5-EN009,Common,Near Mint 1st Edition,0.28,,1.14,0.15,1,0,0.49,,False
20261,276980,YuGiOh,Structure Deck: Warrior's Triumph,Mystical Space Typhoon,,SD5-EN020,Common,Near Mint 1st Edition,0.57,,1.45,0.46,9,0,0.74,,False
20262,276984,YuGiOh,Structure Deck: Warrior's Triumph,Reinforcement of the Army,,SD5-EN024,Common,Near Mint 1st Edition,0.36,,1.19,0.2,47,0,0.49,,False
20267,276985,YuGiOh,Structure Deck: Warrior's Triumph,The Warrior Returning Alive,,SD5-EN025,Common,Near Mint 1st Edition,0.12,,1.09,0.1,6,0,0.49,,False
20268,379741,YuGiOh,Structure Deck: Warriors' Strike,Birthright,,SDWS-EN037,Common,Near Mint 1st Edition,0.07,,1.07,0.07,4,0,0.49,,False
20269,379793,YuGiOh,Structure Deck: Warriors' Strike,Blazewing Butterfly,,SDWS-EN012,Common,Near Mint 1st Edition,0.16,,1.01,0.02,2,0,0.49,,False
20270,379679,YuGiOh,Structure Deck: Warriors' Strike,Burden of the Mighty,,SDWS-EN019,Common,Near Mint 1st Edition,0.28,,1.09,0.1,8,0,0.49,,False
20271,379865,YuGiOh,Structure Deck: Warriors' Strike,Card Trooper,,SDWS-EN010,Common,Near Mint 1st Edition,0.33,,1.18,0.19,5,0,0.49,,False
20278,379692,YuGiOh,Structure Deck: Warriors' Strike,Exiled Force,,SDWS-EN008,Common,Near Mint 1st Edition,0.37,,1.22,0.23,9,0,0.49,,False
20279,379762,YuGiOh,Structure Deck: Warriors' Strike,Featherizer,,SDWS-EN003,Super Rare,Near Mint 1st Edition,0.21,,1.16,0.17,1,0,0.49,,False
20280,379769,YuGiOh,Structure Deck: Warriors' Strike,Freed the Matchless General,,SDWS-EN006,Common,Near Mint 1st Edition,0.22,,1.08,0.09,1,0,0.49,,False
20281,379701,YuGiOh,Structure Deck: Warriors' Strike,Gemini Summoner,,SDWS-EN011,Common,Near Mint 1st Edition,0.22,,1.09,0.1,1,0,0.49,,False
20282,379825,YuGiOh,Structure Deck: Warriors' Strike,Hidden Armory,,SDWS-EN021,Common,Near Mint 1st Edition,0.44,,1.23,0.24,20,0,0.49,,False
20286,379771,YuGiOh,Structure Deck: Warriors' Strike,Mystical Space Typhoon,,SDWS-EN023,Common,Near Mint 1st Edition,0.69,,1.47,0.48,10,0,0.74,,False
20289,379663,YuGiOh,Structure Deck: Warriors' Strike,Reinforcement of the Army,,SDWS-EN025,Common,Near Mint 1st Edition,0.25,,1.21,0.22,24,0,0.49,,False
20290,379699,YuGiOh,Structure Deck: Warriors' Strike,Sakuretsu Armor,,SDWS-EN034,Common,Near Mint 1st Edition,0.77,,1.56,0.57,2,0,1.49,,False
20291,379721,YuGiOh,Structure Deck: Warriors' Strike,Silent Doom,,SDWS-EN020,Common,Near Mint 1st Edition,0.35,,1.09,0.1,5,0,0.49,,False
20293,379720,YuGiOh,Structure Deck: Warriors' Strike,Supervise,,SDWS-EN017,Common,Near Mint 1st Edition,0.44,,1.03,0.04,17,0,0.49,,False
20294,379860,YuGiOh,Structure Deck: Warriors' Strike,Swing of Memories,,SDWS-EN030,Common,Near Mint 1st Edition,0.23,,1.04,0.05,22,0,0.49,,False
20295,379754,YuGiOh,Structure Deck: Warriors' Strike,Symbols of Duty,,SDWS-EN029,Common,Near Mint 1st Edition,0.18,,1.09,0.1,2,0,0.49,,False
20296,3570929,YuGiOh,Structure Deck: Wave of Light,Airknight Parshath,,SR05-EN005,Common,Near Mint 1st Edition,0.33,0.35,1.11,0.11,5,0,0.74,,False
20298,3570969,YuGiOh,Structure Deck: Wave of Light,Athena,,SR05-EN013,Common,Near Mint 1st Edition,0.24,0.25,1.08,0.09,6,0,0.49,,False
20299,3570944,YuGiOh,Structure Deck: Wave of Light,Bountiful Artemis,,SR05-EN008,Common,Near Mint 1st Edition,0.23,0.24,1.14,0.15,20,0,0.49,,False
20300,3571039,YuGiOh,Structure Deck: Wave of Light,Cards from the Sky,,SR05-EN027,Common,Near Mint 1st Edition,0.21,0.2,1.04,0.05,10,0,0.49,,False
20302,3571019,YuGiOh,Structure Deck: Wave of Light,D.D. Sprite,,SR05-EN023,Common,Near Mint 1st Edition,0.22,0.2,1.09,0.1,17,0,0.49,,False
20304,3571099,YuGiOh,Structure Deck: Wave of Light,Drastic Drop Off,,SR05-EN039,Common,Near Mint 1st Edition,0.27,0.35,1.08,0.09,17,0,0.49,,False
20306,3570984,YuGiOh,Structure Deck: Wave of Light,Gellenduo,,SR05-EN016,Common,Near Mint 1st Edition,0.2,0.21,1.09,0.1,19,0,0.49,,False
20308,3571024,YuGiOh,Structure Deck: Wave of Light,Hanewata,,SR05-EN024,Common,Near Mint 1st Edition,0.23,,1.07,0.08,25,0,0.49,,False
20309,3570939,YuGiOh,Structure Deck: Wave of Light,Harvest Angel of Wisdom,,SR05-EN007,Common,Near Mint 1st Edition,0.08,0.07,1.04,0.05,16,0,0.49,,False
20310,3570979,YuGiOh,Structure Deck: Wave of Light,Hecatrice,,SR05-EN015,Common,Near Mint 1st Edition,0.43,0.63,1.14,0.15,6,0,0.49,,False
20315,3571064,YuGiOh,Structure Deck: Wave of Light,Light of Judgment,,SR05-EN032,Common,Near Mint 1st Edition,0.15,0.15,1.04,0.05,27,0,0.49,,False
20316,3570934,YuGiOh,Structure Deck: Wave of Light,"Meltiel, Sage of the Sky",,SR05-EN006,Common,Near Mint 1st Edition,0.17,0.16,1.04,0.05,10,0,0.49,,False
20318,3570924,YuGiOh,Structure Deck: Wave of Light,"Neo-Parshath, the Sky Paladin",,SR05-EN004,Common,Near Mint 1st Edition,0.11,0.1,1.05,0.06,11,0,0.49,,False
20320,3570919,YuGiOh,Structure Deck: Wave of Light,Power Angel Valkyria,,SR05-EN003,Super Rare,Near Mint 1st Edition,0.37,0.39,1.16,0.13,10,0,0.49,,False
20321,3571059,YuGiOh,Structure Deck: Wave of Light,Rebirth of Parshath,,SR05-EN031,Super Rare,Near Mint 1st Edition,0.24,0.24,1.11,0.08,1,0,0.49,,False
20322,3570894,YuGiOh,Structure Deck: Wave of Light,Sacred Arch-Airknight Parshath,,SR05-EN001,Ultra Rare,Near Mint 1st Edition,0.28,0.27,1.09,0.1,40,0,0.49,,False
20324,3570964,YuGiOh,Structure Deck: Wave of Light,Splendid Venus,,SR05-EN012,Common,Near Mint 1st Edition,0.11,0.1,1.09,0.1,13,0,0.49,,False
20325,3570974,YuGiOh,Structure Deck: Wave of Light,"Tethys, Goddess of Light",,SR05-EN014,Common,Near Mint 1st Edition,0.18,0.2,1.1,0.11,13,0,0.49,,False
20328,3571054,YuGiOh,Structure Deck: Wave of Light,Ties of the Brethren,,SR05-EN030,Common,Near Mint 1st Edition,0.17,0.16,1.09,0.1,22,0,0.49,,False
20333,3241421,YuGiOh,Structure Deck: Yugi Muto,Alpha The Magnet Warrior,,SDMY-EN007,Common,Near Mint 1st Edition,0.33,,1.24,0.25,7,0,0.49,,False
20335,3241556,YuGiOh,Structure Deck: Yugi Muto,Attack the Moon!,,SDMY-EN034,Common,Near Mint 1st Edition,0.22,,1.13,0.14,7,0,0.49,,False
20338,3241426,YuGiOh,Structure Deck: Yugi Muto,Beta The Magnet Warrior,,SDMY-EN008,Common,Near Mint 1st Edition,0.46,,1.27,0.28,1,0,0.49,,False
20339,3241446,YuGiOh,Structure Deck: Yugi Muto,Buster Blader,,SDMY-EN012,Common,Near Mint 1st Edition,0.31,,1.18,0.19,18,0,0.49,,False
20341,3241606,YuGiOh,Structure Deck: Yugi Muto,Chimera the Flying Mythical Beast,,SDMY-EN044,Common,Near Mint 1st Edition,0.21,,1.09,0.1,2,0,0.49,,False
20343,3241521,YuGiOh,Structure Deck: Yugi Muto,Dark Magic Curtain,,SDMY-EN027,Common,Near Mint 1st Edition,0.37,,1.23,0.24,12,0,0.49,,False
20346,3241441,YuGiOh,Structure Deck: Yugi Muto,Dark Magician Girl,,SDMY-EN011,Common,Near Mint 1st Edition,0.76,,1.48,0.49,7,0,1.24,,False
20347,3241601,YuGiOh,Structure Deck: Yugi Muto,Dark Paladin,,SDMY-EN043,Common,Near Mint 1st Edition,0.42,,1.24,0.25,7,0,0.74,,False
20350,3241431,YuGiOh,Structure Deck: Yugi Muto,Gamma The Magnet Warrior,,SDMY-EN009,Common,Near Mint 1st Edition,0.33,,1.19,0.2,3,0,0.49,,False
20351,3241591,YuGiOh,Structure Deck: Yugi Muto,Imperion Magnum the Superconductive Battlebot,,SDMY-EN041,Ultra Rare,Near Mint 1st Edition,1.7,2.97,1.79,0.8,1,0,1.99,,False
20352,3241486,YuGiOh,Structure Deck: Yugi Muto,Kuriboh,,SDMY-EN020,Common,Near Mint 1st Edition,0.26,,1.18,0.19,5,0,0.49,,False
20353,3241411,YuGiOh,Structure Deck: Yugi Muto,Kuribohrn,,SDMY-EN005,Common,Near Mint 1st Edition,0.94,,1.43,0.44,7,0,2.49,,False
20354,3241576,YuGiOh,Structure Deck: Yugi Muto,Magic Cylinder,,SDMY-EN038,Common,Near Mint 1st Edition,0.71,,1.58,0.59,11,0,0.99,,False
20355,3241566,YuGiOh,Structure Deck: Yugi Muto,Magician's Circle,,SDMY-EN036,Common,Near Mint 1st Edition,0.17,,1.13,0.14,7,0,0.49,,False
20360,3241541,YuGiOh,Structure Deck: Yugi Muto,Polymerization,,SDMY-EN031,Common,Near Mint 1st Edition,0.99,,1.76,0.77,4,0,1.49,,False
20362,3241536,YuGiOh,Structure Deck: Yugi Muto,Spell Shattering Arrow,,SDMY-EN030,Common,Near Mint 1st Edition,0.31,,1.21,0.22,16,0,0.49,,False
20364,3241531,YuGiOh,Structure Deck: Yugi Muto,Swords of Revealing Light,,SDMY-EN029,Common,Near Mint 1st Edition,0.36,,1.24,0.25,21,0,0.49,,False
20365,3241416,YuGiOh,Structure Deck: Yugi Muto,Valkyrion the Magna Warrior,,SDMY-EN006,Common,Near Mint 1st Edition,0.36,,1.17,0.18,17,0,0.49,,False
20366,3902712,YuGiOh,Structure Deck: Zombie Horde,Anti-Spell Fragrance,,SR07-EN039,Common,Near Mint 1st Edition,1.01,1.34,1.22,0.23,2,0,2.99,,False
20367,3902622,YuGiOh,Structure Deck: Zombie Horde,Beast of the Pharaoh,,SR07-EN021,Common,Near Mint 1st Edition,0.24,0.24,1.11,0.12,36,0,0.49,,False
20371,3902672,YuGiOh,Structure Deck: Zombie Horde,Dragged Down into the Grave,,SR07-EN031,Common,Near Mint 1st Edition,0.89,0.89,1.29,0.3,1,0,0.99,,False
20374,3902597,YuGiOh,Structure Deck: Zombie Horde,Goblin Zombie,,SR07-EN016,Common,Near Mint 1st Edition,0.47,0.48,1.24,0.25,31,0,0.49,,False
20376,3902692,YuGiOh,Structure Deck: Zombie Horde,Haunted Shrine,,SR07-EN035,Common,Near Mint 1st Edition,0.26,0.25,1.23,0.24,1,0,0.49,,False
20377,3902562,YuGiOh,Structure Deck: Zombie Horde,Immortal Ruler,,SR07-EN009,Common,Near Mint 1st Edition,0.24,0.21,1.08,0.09,14,0,0.49,,False
20378,3902617,YuGiOh,Structure Deck: Zombie Horde,Marionette Mite,,SR07-EN020,Common,Near Mint 1st Edition,0.17,0.16,1.01,0.02,39,0,0.49,,False
20380,3902707,YuGiOh,Structure Deck: Zombie Horde,Metaverse,,SR07-EN038,Common,Near Mint 1st Edition,0.47,,1.24,0.25,8,0,0.49,,False
20382,3902667,YuGiOh,Structure Deck: Zombie Horde,Monster Gate,,SR07-EN030,Common,Near Mint 1st Edition,0.37,0.26,1.13,0.14,21,0,0.49,,False
20385,3902557,YuGiOh,Structure Deck: Zombie Horde,Paladin of the Cursed Dragon,,SR07-EN008,Common,Near Mint 1st Edition,0.22,,1.04,0.05,1,0,0.49,,False
20390,3902682,YuGiOh,Structure Deck: Zombie Horde,Shared Ride,,SR07-EN033,Common,Near Mint 1st Edition,0.57,0.49,1.33,0.34,3,0,0.99,,False
20392,3902587,YuGiOh,Structure Deck: Zombie Horde,Shutendoji,,SR07-EN014,Common,Near Mint 1st Edition,0.25,0.19,1.02,0.03,3,0,0.49,,False
20393,3902517,YuGiOh,Structure Deck: Zombie Horde,Tatsunecro,,SR07-EN000,Super Rare,Near Mint 1st Edition,0.21,0.16,1.05,0.06,45,0,0.49,,False
20394,3902697,YuGiOh,Structure Deck: Zombie Horde,Trap of the Imperial Tomb,,SR07-EN036,Common,Near Mint 1st Edition,0.13,0.1,1.04,0.05,17,0,0.49,,False
20395,3902612,YuGiOh,Structure Deck: Zombie Horde,Uni-Zombie,,SR07-EN019,Common,Near Mint 1st Edition,0.92,0.91,1.6,0.61,11,0,0.99,,False
20396,3902567,YuGiOh,Structure Deck: Zombie Horde,Zombie Master,,SR07-EN010,Common,Near Mint 1st Edition,0.95,0.95,1.35,0.36,11,0,0.49,,False
20405,277752,YuGiOh,Structure Deck: Zombie Madness,Compulsory Evacuation Device,,SD2-EN028,Common,Near Mint 1st Edition,0.16,,1.11,0.12,2,0,0.49,,False
20406,266864,YuGiOh,Structure Deck: Zombie Madness,Creature Swap,,SD2-EN020,Common,Near Mint Unlimited,0.28,,1.25,0.25,4,0,0.49,,True
20407,277744,YuGiOh,Structure Deck: Zombie Madness,Creature Swap,,SD2-EN020,Common,Near Mint 1st Edition,0.6,,1.27,0.28,18,0,0.49,,False
20418,277738,YuGiOh,Structure Deck: Zombie Madness,Mystical Space Typhoon,,SD2-EN014,Common,Near Mint 1st Edition,0.5,,1.39,0.4,7,0,0.74,,False
20423,266849,YuGiOh,Structure Deck: Zombie Madness,Pyramid Turtle,,SD2-EN005,Common,Near Mint Unlimited,0.25,,1.22,0.23,1,0,0.49,,True
20424,277729,YuGiOh,Structure Deck: Zombie Madness,Pyramid Turtle,,SD2-EN005,Common,Near Mint 1st Edition,0.3,,1.13,0.14,4,0,0.49,,False
20426,277751,YuGiOh,Structure Deck: Zombie Madness,Reckless Greed,,SD2-EN027,Common,Near Mint 1st Edition,0.22,,1.08,0.09,12,0,0.49,,False
20429,266852,YuGiOh,Structure Deck: Zombie Madness,Ryu Kokki,,SD2-EN008,Common,Near Mint Unlimited,0.48,,1.19,0.2,1,0,0.49,,True
20430,277732,YuGiOh,Structure Deck: Zombie Madness,Ryu Kokki,,SD2-EN008,Common,Near Mint 1st Edition,0.25,,1.11,0.12,1,0,0.49,,False
20442,C-382577,YuGiOh,Structure Deck: Zombie World,Bottomless Trap Hole,ITALIAN Bottomless Trap Hole,SDZW-EN034,Common,Near Mint 1st Edition,,,,,1,0,0.99,https://static.tcgplayer.com/8774E45D-9090-4508-9850-23111A29693E,False
20443,312564,YuGiOh,Structure Deck: Zombie World,Call of the Mummy,,SDZW-EN024,Common,Near Mint 1st Edition,0.22,,1.14,0.15,1,0,0.49,,False
20447,312738,YuGiOh,Structure Deck: Zombie World,Creature Swap,,SDZW-EN022,Common,Near Mint 1st Edition,0.35,,1.24,0.25,47,0,0.49,,False
20448,312882,YuGiOh,Structure Deck: Zombie World,Des Lacooda,,SDZW-EN013,Common,Near Mint 1st Edition,0.36,,1.2,0.21,7,0,0.49,,False
20450,312688,YuGiOh,Structure Deck: Zombie World,Field Barrier,,SDZW-EN028,Common,Near Mint 1st Edition,0.46,,1.3,0.31,11,0,1.49,,False
20452,312906,YuGiOh,Structure Deck: Zombie World,Magical Arm Shield,,SDZW-EN037,Common,Near Mint 1st Edition,0.24,,1.18,0.19,3,0,0.49,,False
